"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin trick riding","Bowman, Walter S.; photographer","Baldwin, Tillie; performer","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Tillie Baldwin hanging from the saddle of a moving horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_31_05_A5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~884~224136","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_A5.jpg"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank Keenan doing backbend with pony","O'Neill; photographer","Keenan, Hank; performer","","","still images","Photographic postcards","","","","Young boy, Tin Horn Hank Keenan, doing a backbend next to a posing pony","Rodeos","Rodeo performers","Rodeo clowns","Horses","","","","","narv_westermeier_31_01_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_01_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~885~224146","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_01_H1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank riding bronco","Hank, Tin Horn; performer","","","","still images","Photographic postcards","","","","Rodeo clown Tin Horn Hank riding a bronco","Rodeos","Rodeo performers","Rodeo clowns","Bronco Riding","","","","","narv_westermeier_31_01_E2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo E2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_01_E2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~886~224147","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_01_E2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Trick rider Leonard Stroud with decorated car","Stroud, Leonard; performer","","","","still images","Photographic postcards","","","","Rodeo performer Leonard Stroud lays on ground near car decorated with Indian painting and bull horns on the front. Wheel cover reads ""Leonard Stroud: Trick Rider, Rocky Ford, Colorado."" Barn and tent in background. ","Rodeos","Rodeo performers","Automobiles","","","","","","narv_westermeier_35_02_Q1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo Q1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_02_Q1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~887~223977","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_02_Q1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Two cowboys with rodeo clown","","","","","still images","Photographic postcards","","","","Two unidentified cowboys posing with a rodeo clown","Rodeos","Rodeo performers","Rodeo clowns","","","","","","narv_westermeier_32_01_A18.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A18.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~888~224044","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A18.jpg"
"Clifford P. and Therese S. Westermeier Collection","Two rodeo performers out of costume","","","","","still images","Photographic postcards","","","","Two unidentified rodeo performers out of costume, one very tall, one a person with dwarfism","Rodeos","Rodeo performers","Rodeo clowns","Dwarfs (Persons)","","","","","narv_westermeier_32_01_A19.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A19","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A19.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~889~224043","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A19.jpg"
"Clifford P. and Therese S. Westermeier Collection","Two women rodeo performers with horse","","","","","still images","Photographic postcards","","","","Two unidentified women rodeo performers posing, possibly in men's clothing, with horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","","","","narv_westermeier_44_Book1_CO.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CO","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_CO.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~890~223892","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_CO.jpg"
"Clifford P. and Therese S. Westermeier Collection","Umatilla Indians in Grand Parade","Bowman, Walter S.; photographer","","","","still images","Photographic postcards","Oregon--Pendleton","","","Unidentified Umatilla Indians on horseback in the Pendleton Round-Up Grand Parade","Rodeos","Rodeo performers","Indians in rodeos","","","","","","narv_westermeier_44_Book1_C.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book1, Photo C","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_C.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~891~223900","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_C.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified child cowboy","","","","","still images","Photographic postcards","","","","Unidentified boy in rodeo apparel","Rodeos","Rodeo performers","","","","","","","narv_westermeier_44_Book1_CL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_CL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~892~223895","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_CL.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer ","","","","","still images","Photographic postcards","","","","Unidentified rodeo performer in elaborate chaps, standing in a field","Rodeos","Rodeo performers","Chaps (Clothing)","","","","","","narv_westermeier_32_01_A24.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A24","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A24.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~893~224042","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A24.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.; photographer","","","","still images","Photographic postcards","Oregon--Pendleton","","1912","Unidentified rodeo performer hanging off the front of bucking bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_44_Book1_Z.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo Z","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_Z.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~894~223887","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_Z.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.; photographer","","","","still images","Photographic postcards","Oregon--Pendleton","","1912","Unidentified rodeo performer on bucking bronco, with man in suit laying nearby","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_44_Book1_AU.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AU","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_AU.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~895~223904","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_AU.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Palmerston, H.F.","","","","still images","Photographic postcards","","","1912","Unidentified rodeo performer doffing his hat on rearing bronco, mountains in the background","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_44_Book1_CG.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CG","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_CG.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~896~223898","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_CG.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer riding bull","","","","","still images","Photographic postcards","","","","Unidentified rodeo performer riding bareback on a bull","Rodeos","Rodeo performers","Bull riding","","","","","","narv_westermeier_32_01_A13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~897~224045","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A13.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman riding bronco at Perry Round-up","","","","","still image","Photographic postcards","","","","Unidentified woman in newsboy cap riding bucking bronco, facing away from camera ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_36_03_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_03_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~900~223933","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_03_C1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer riding bull","Hollensbe ; photographer","","","","still images","Photographic postcards","","","","Unidentified woman rodeo performer riding bucking bull","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bull riding","","","","narv_westermeier_31_08_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 8, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_08_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~902~224106","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_08_A6.jpg"
