"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing Stroud Layout while spinning lasso","Stroud, Leonard; performer","","","","still image","Photographic postcards","Colorado--Pikes Peak","","","Rodeo performer Leonard Stroud hanging sideways off the side of a horse, in a trick called the ""Stroud Layout,"" while spinning a lasso above. Arena with American flags in the background. At Pike's Peak Rodeo","Rodeos","Rodeo performers","Trick riding","","","","","","https://ark.colorado.edu/ark:/47540/vr1z587154sv","narv_westermeier_34_16_U23.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Folder 16, Photo U23","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","726","223998","4858","narv_westermeier_34_16_U23.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~726~223998"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud going around the neck of a horse","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","Nebraska--Alliance","","","Rodeo performer Leonard Stroud passing under the neck of a running horse","Rodeos","Rodeo performers","Trick riding","","","","","","https://ark.colorado.edu/ark:/47540/gr3d5535t843","narv_westermeier_34_15_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","727","224018","4858","narv_westermeier_34_15_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~727~224018"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud going around the neck of a horse","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","New Mexico--Magdalena","","","Rodeo performer Leonard Stroud passing under the neck of a running horse","Rodeos","Rodeo performers","Trick riding","Horses","","","","","https://ark.colorado.edu/ark:/47540/kb5v3w87088p","narv_westermeier_34_15_F4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo F4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","728","224020","4858","narv_westermeier_34_15_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~728~224020"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud going under the belly of a horse","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","1916","Rodeo performer Leonard Stroud passing under the belly of a running horse, Black Diamond","Rodeos","Rodeo performers","Trick riding","Horses","","","","","https://ark.colorado.edu/ark:/47540/c60t1q30g43w","narv_westermeier_34_15_I2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo I2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","729","224015","4858","narv_westermeier_34_15_I2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~729~224015"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud in headstand roping four horses","Jones; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","New Mexico--Las Vegas","","","Rodeo performer Leonard Stroud doing a headstand while roping four passing cowboys on horseback, at the Cowboy Reunion Rodeo","Rodeos","Rodeo performers","Trick roping","","","","","","https://ark.colorado.edu/ark:/47540/2g8m208727td","narv_westermeier_34_16_U21.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo U21","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","730","223999","4858","narv_westermeier_34_16_U21.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~730~223999"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud in headstand roping passing riders","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud in headstand, roping passing riders","Rodeos","Rodeo performers","Trick roping","","","","","","https://ark.colorado.edu/ark:/47540/6d6s5607z4rk","narv_westermeier_34_16_U13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo U13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","731","224003","4858","narv_westermeier_34_16_U13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~731~224003"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud jumping horse over car","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","South Dakota--Belle Fourche","","","Rodeo performer Leonard Stroud jumping horse, ""Chief,"" over car at Black Hills Roundup","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","","","","https://ark.colorado.edu/ark:/47540/qv726k70p9sr","narv_westermeier_34_18_I2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 18, Photo I2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","732","224212","4858","narv_westermeier_34_18_I2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~732~224212"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud jumping horse over car","Garnett, H.H.; photographer","Stroud, Leonard; performer","","","still image","Photographs","","","","Rodeo performer Leonard Stroud jumping horse, ""Chief,"" over car full of passengers","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","","","","https://ark.colorado.edu/ark:/47540/332s4g3543xd","narv_westermeier_34_18_G1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 18, Photo G1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","733","223987","4858","narv_westermeier_34_18_G1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~733~223987"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud jumping horse over car","Stroud, Leonard; performer","","","","still image","Photographs","Colorado--Pueblo","Rocky Mountain Photo Company","1927","Horse, ""Black Diamond"" landing after jumping over a car, ridden by rodeo performer Leonard Stroud","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","","","","https://ark.colorado.edu/ark:/47540/n3123n06k6cj","narv_westermeier_34_18_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 18, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","734","223988","4858","narv_westermeier_34_18_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~734~223988"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud jumping horse over hurdles","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud jumping horse, Black Diamond, over hurdles, man with a movie camera underneath","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","","","","https://ark.colorado.edu/ark:/47540/7b7z4c846802","narv_westermeier_34_18_N2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 18, Photo N2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","735","223985","4858","narv_westermeier_34_18_N2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~735~223985"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud jumping horse over two horses","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud jumping horse, Black Diamond, over two other horses","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","","","","https://ark.colorado.edu/ark:/47540/394v5891x4f8","narv_westermeier_34_18_S4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 18, Photo S4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","736","223984","4858","narv_westermeier_34_18_S4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~736~223984"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud on horseback","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud on horseback in arena, holding rope. Caption reads, ""Champion Trick Rider of the World""","Rodeos","Rodeo performers","","","","","","","https://ark.colorado.edu/ark:/47540/f41g7b62c8s3","narv_westermeier_34_16_U9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo U9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","737","224005","4858","narv_westermeier_34_16_U9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~737~224005"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud on rearing bronco","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud riding a rearing bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/f28k1r19n9nx","narv_westermeier_34_17_R8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 17, Photo R8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","738","223992","4858","narv_westermeier_34_17_R8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~738~223992"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud posing with saddle","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud posing on a street corner with cowboy boots and saddle reading ""World Champion Bronco Buster""","Rodeos","Rodeo performers","Men's clothing","Cowboy boots","Saddles","","","","https://ark.colorado.edu/ark:/47540/vm4p7q92g1sf","narv_westermeier_35_02_K1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo K1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","739","223978","4858","narv_westermeier_35_02_K1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~739~223978"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud riding bronco","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still image","Photographic postcards","Wyoming--Cheyenne","D.F.P.Co./Doubleday-Foster Photo Company","1918","Rodeo performer Leonard Stroud riding bronco. Caption reads ""Stroud winning Championship on Indian Tom""","Rodeos","Rodeo performers","Bronco riding","Horses","","","","","https://ark.colorado.edu/ark:/47540/sx177r1355v2","narv_westermeier_34_17_R6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 17, Photo R6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","740","223994","4858","narv_westermeier_34_17_R6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~740~223994"
